0319-7L14	4-29	4-29-1	ABY1	Acidimicrobiia	Acidobacteriia	Actinobacteria	AD3	AKAU4049	Alphaproteobacteria	Aminicenantia	Anaerolineae	Armatimonadia	AT-s3-28	Babeliae	Bacilli	Bacteroidia	Bathyarchaeia	BD2-11_terrestrial_group	BD7-11	Blastocatellia_(Subgroup_4)	c5LKS83	Caldatribacteriia	Caldisericia	Calditrichia	Campylobacteria	Chitinivibrionia	Chlamydiae	Chloroflexia	Chthonomonadetes	Cloacimonadia	Clostridia	Coriobacteriia	CPR2	Dadabacteriia	Deferribacteres	Dehalococcoidia	Deinococci	Deltaproteobacteria	DG-56	Elusimicrobia	Entotheonellia	Erysipelotrichia	Euglenida	Fibrobacteria	Fimbriimonadia	Fusobacteriia	Gammaproteobacteria	Gemmatimonadetes	Gitt-GS-136	Gracilibacteria	Halanaerobiia	Holophagae	Hydrogenedentia	Ignavibacteria	Incertae_Sedis_cl	JG30-KF-CM66	JS1	KD4-96	Kiritimatiellae	Ktedonobacteria	Latescibacteria	Lentisphaeria	Leptospirae	Limnochordia	Lineage_IIa	Lineage_IIb	Lokiarchaeia	Longimicrobia	MB-A2-108	MD2902-B12	Melainabacteria	Methanobacteria	Methanomicrobia	Microgenomatia	Moduliflexia	Mollicutes	N9D0	Nanohaloarchaeia	NC10	Negativicutes	Nitriliruptoria	Nitrososphaeria	Nitrospira	ODP1230B23.02	OLB14	Oligosphaeria	OM190	Omnitrophia	Oxyphotobacteria	P2-11E	P9X2b3D02	Parcubacteria	PAUC43f_marine_benthic_group	Phycisphaerae	Pla3_lineage	Pla4_lineage	Planctomycetacia	RBG-16-55-12	Rhodothermia	Rs-M47	Rubrobacteria	S0134_terrestrial_group	Saccharimonadia	Sericytochromatia	SHA-26	SL56_marine_group	Spirochaetia	Subgroup_11	Subgroup_17	Subgroup_18	Subgroup_19	Subgroup_21	Subgroup_22	Subgroup_25	Subgroup_26	Subgroup_5	Subgroup_6	Subgroup_9	Synergistia	Thermoanaerobaculia	Thermodesulfovibrionia	Thermoleophilia	Thermoplasmata	Thermoprotei	Thermotogae	TK10	TK17	Trichomonadea	vadinHA49	Verrucomicrobiae	WCHB1-81	Woesearchaeia	others	BioProject	sample_alias	env_material	time	ID	prepost
SRR39238502	0	0	0	0	0.992197768169905	2.29510157770395	2.79751580665142	0	0.940476999379982	3.11025455563141	0	1.2705368166924	0	0	0	3.24602611256929	4.20267018777854	0	1.47233717646168	0.505894125356775	1.83421321800982	0	0	0	0	2.21538927477305	0	0.505894125356775	0.992197768169905	0	0	4.53258640588298	2.16927738518101	0	0	0	0	0	2.75081636737837	0	0	0	2.41888156799698	0	0	1.24405826876504	2.49258025608992	3.7567127577105	2.34546935857739	0	0	0	1.54635830289187	1.15329421179232	1.31909335322612	0	0	0	1.29549334312429	0	0	0	0	1.08017315901791	0	0	0	0	0.813829048995352	0	0	0	0	0	0	0	1.69478704795163	0	0	1.38305417556404	3.29213931620907	0	0	1.71371073335878	0	1.2705368166924	0	0.733275572050993	0	2.06327841916401	0	0	0.505894125356775	0	0	0	0.634299048648076	0	0	0	0	0	0.88175335574726	1.11827077177458	0	0	0	0	0.940476999379982	0.733275572050993	0	0	0	0	0	0	1.15329421179232	2.28279129576418	0	0.940476999379982	1.34147674293272	0	1.50347511128223	0	1.50347511128223	0	0	0	0	0	2.16602195576187	0	0	3.22940468516442	PRJNA1480144	ILPr39	fecal	Pre	39	0
SRR39238515	0	0	0	0	0	0	2.62648969813225	0	0	0	0	0	0	0	0	1.15692855965132	4.75537282031981	0	0	0	0	0	0	0	0	2.41297535113136	0	0	0	0	0	3.43041423279632	0	0	0	0	0	0	1.42615242870613	0	0	0	1.0519693613	0	0	0	2.52613299996732	3.19828672094524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2610568188302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484902573979789	0	0	0	0	0	0	0	0	0	0	0	3.2573731583608	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45836864358484	PRJNA1480144	ILPo39	fecal	Post	39	1
SRR39238501	0	0	0	0	0	1.25889469811427	3.19232910670751	0	0	2.86631825273481	0	0.516768964459629	0	0	0	2.91845486795484	4.40389645199789	0	0	0	1.23063719746768	0	0	0	0	3.13587762825128	0	0	1.13281086921775	0	0	4.31947566865621	2.74916254539478	0	0	0	1.28542539890335	0	2.57522231660383	0	0	0	2.62033561600553	0	0	1.31042824803171	2.93027515111343	4.04410658206174	1.43612803816295	0	0	0	1.84970437133937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20041236695429	0	0	0.746130709702349	0	0	0	0	0	0	0	0	2.88027803844345	0	0	0	0	0	0	0	0	0.64641853204256	0	0	0.746130709702349	0	0.516768964459629	0	0	0	0	0	0	0	1.20041236695429	1.56163669097326	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84262808716089	0	2.56990774146765	1.09460516142429	0	1.23063719746768	0	0	0	0	0	0	0	1.89625105869954	0	0	2.60210439892189	PRJNA1480144	ILPr40	fecal	Pre	40	0
SRR39238514	0	0	0	0	0	0	3.06632817583412	0	0	0	0	0	0	0	0	1.90733787543668	4.71758732235538	0	0	0	0	0	0	0	0	3.41571416576466	0	0	0	0	0	3.66091447168801	1.70055968115378	0	0	0	0	0	1.35906232497881	0	0	0	1.46859910078611	0	0	0	3.27838417661992	1.76218396339911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47713451651743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30791992439507	0	0	0	0	0	0	0	0	0	0	1.1496981425235	0	0	1.66097451218369	PRJNA1480144	ILPo40	fecal	Post	40	1
SRR39238500	0	0	0	0	0	0	1.32217495418038	0	0	0.91073597583931	0	0	0	0	0	1.54755367506307	4.36857764325102	0	0	0	0	0	0	0	0	1.29157834842368	0	0	0	0	0	4.29466210260288	1.37757382505386	0	0	0	0	0	2.43292290498316	0	0	0	2.90744163863991	0	0	0	4.26627587612024	3.16882961086672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22441253463709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04135036018261	0	0	1.75364673000866	PRJNA1480144	ILPr41	fecal	Pre	41	0
SRR39238513	0	0	0	0	0	0	2.14238049524539	0	0	0	0	0	0	0	0	1.63920223188415	4.63977442919021	0	0	0	0	0	0	0	0	3.3942954098977	0	0	0	0	0	4.04108785670567	2.5130677682462	0	0	0	0	0	0	0	0	0	1.82670835675892	0	0	0	3.57617719379083	0.946556073416633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64844189680993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55302522132755	PRJNA1480144	ILPo41	fecal	Post	41	1
SRR39238499	0	0	0	0	0	0	2.50202195398167	0	0	0	0	0	0	0	0	2.64821085589668	4.62054014827141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95034316652522	0.650070025086247	0	0	0	0	0	1.09893848536004	0	0	0	2.75914080220282	0	0	0	1.87491376586762	3.40093324260394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05190086426236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81774854009879	PRJNA1480144	ILPr42	fecal	Pre	42	0
SRR39238512	0	0	0	0	0	0	1.86299017819582	0	0	0	0	0	0	0	0	2.93492649995822	4.3864682224554	0	0	0	0	0	0	0	0	3.57512998524865	0	0	0	0	0	3.26678159436894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53554091056931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.651391050958465	0	0	0	2.7804913922505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08105926468105	PRJNA1480144	ILPo42	fecal	Post	42	1
SRR39238497	0	0	0	0	1.95267017870821	2.18930544332287	3.20641772656068	0	0	3.44385543433588	0	0	0	0	0.6120741337783	3.24092341915101	4.35441876754531	0	0	0	1.29136511081515	0	0	0	0	2.79215420028596	0	0	1.5927402514134	0	0	4.39733164984383	2.67413840033393	0	0	0	1.29136511081515	0.6120741337783	2.88834532217283	0	0	0	2.9923806801237	0	1.85196072139398	1.48998589768381	2.53960181352328	3.65803248461285	2.50180970795851	0	0	0	0.856524109065011	0	1.56923998803964	0	0.709643617143405	0	0	0	0	0	0	0	0.856524109065011	0	0	0	1.89962208904512	0	0	0	0	0	0	0	2.34769462492748	0	0	0	3.24246349957447	0	0	1.05350167586612	0	0	0	0	0	1.71200945311766	0	0	0.709643617143405	0	0	0	0	0.486034049688963	0	0.6120741337783	0	0	1.80548187517992	2.19219171003791	1.71200945311766	0	0	1.21660199241828	0	0	0	0	0	0	0	0	0	1.88818808870407	0	1.4277707391888	1.66622283313976	0	1.35512834832728	0	0	0	1.21660199241828	0	0	0	2.9452523186016	0	0	2.35763451976972	PRJNA1480144	ILPr43	fecal	Pre	43	0
SRR39238511	0	0	0	0	0	0	1.66518218894465	0	0	0.44323232016504	0	0	0	0	0	3.23751466947141	3.80401052522971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1249674679587	1.50595093231915	0	0	0	0	0	2.19884988927225	0	1.75516056021004	0	1.73435268076232	0	0	0	0.657973989008635	4.62900979477345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18396912538554	0	0	0	0	0	0	0	0	0	1.12786992032468	0	0	0	1.12786992032468	0	0	0	2.57150089014147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44323232016504	0	0	0	0	0	1.89322883544011	0	0	0	0	0	0	0	0	0	0	2.9105498408168	0	0	2.18898624692558	PRJNA1480144	ILPo43	fecal	Post	43	1
SRR39238496	0	0	0	0	0	1.12728824097483	2.94659131577755	0	0	0	0	0	0	0	0	1.88465114309871	4.47281310473194	0	0	0	0.541720522700004	0	0	0	0	2.61970847787611	0	0	0	0	0	4.43942098971776	3.01364201050234	0	0	0	0	0	1.96171207892356	0	0	0	3.05873036709752	0	0	0	1.81630387703097	3.24247113651585	0.775411238480616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50822664766044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541720522700004	0.674098240665378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16572577208929	0	0	0.986053115876891	PRJNA1480144	ILPr44	fecal	Pre	44	0
SRR39238495	0	0	0	0	0	0	3.2125464314318	0	0	0	0	0	0	0	0	3.15772603916637	3.99897994524001	0	0	0	0.923441911459108	0	0	0	0	0	0	0	0.734823151781872	0	0	4.50156115815145	3.27979206550129	0	0	0	0	0	2.24367818959125	0	0	0	2.56842581756416	0	0	0	4.1040961075358	3.16039403961021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.13341842577748	0	0	0	3.4326339327719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923441911459108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6835553139308	0	0	0	0	0	0	0	0	0	0	2.52663051659423	0	0	1.92271911032935	PRJNA1480144	ILPr45	fecal	Pre	45	0
SRR39238510	0	0	0	0	0	1.56698477171805	2.94293708036446	0	0	2.76886661614471	0	0	0	0	0	2.65177143059573	4.62302513076856	0	0	0	1.07073734226989	0	0	0	0	2.00135962660914	0	0	0.530596369751468	0	0	3.88640040941706	3.41174751153213	0	0	0	0	0	2.78536071475189	0	0	0	2.12261025366558	0	0	0.661779247182982	2.00135962660914	3.93265149017634	1.73913465828603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844026141888086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.661779247182982	3.17962107227508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.762393101515624	1.07073734226989	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56698477171805	0	2.620551411061	0.661779247182982	0	0	0	0	0	0	0	0	0	1.98553384225484	0	0	1.84012671388351	PRJNA1480144	ILPo45	fecal	Post	45	1
