1-20	1013-28-CG33	11-24	211ds20	661239	Absconditabacteriales_(SR1)	Acetobacterales	Acholeplasmatales	Acidiferrobacterales	Acidimicrobiales	Acidithiobacillales	Acidobacteriales	Actinomarinales	Actinomycetales	ADurb.Bin180	Aeromonadales	Alteromonadales	Aminicenantales	Anaerolineales	Anaeroplasmatales	ANME-1	Aphagea	Ardenticatenales	Armatimonadales	Azospirillales	B12-WMSP1	B2M28	Babeliales	Bacillales	Bacteroidales	Bacteroidetes_VC2.1_Bac22	Balneolales	Bdellovibrionales	Beggiatoales	Betaproteobacteriales	Bifidobacteriales	Blastocatellales	Brachyspirales	Bradymonadales	Brevinematales	C0119	C10-SB1A	Caedibacterales	Caldatribacteriales	Caldilineales	Caldisericales	Calditrichales	Campylobacterales	Candidatus_Curtissbacteria	Candidatus_Gottesmanbacteria	Candidatus_Kaiserbacteria	Candidatus_Moranbacteria	Candidatus_Peribacteria	Candidatus_Woesebacteria	Cardiobacteriales	Catenulisporales	Caulobacterales	CCD24	Cellvibrionales	Chitinivibrionales	Chitinophagales	Chlamydiales	Chlamydomonadales	Chloroflexales	Chloroplast	Chromatiales	Chthoniobacterales	Chthonomonadales	Cloacimonadales	Clostridiales	Competibacterales	Coriobacteriales	Corynebacteriales	Cytophagales	D8A-2	Dadabacteriales	Deferribacterales	Dehalococcoidales	Deinococcales	Deltaproteobacteria_Incertae_Sedis	Desulfarculales	Desulfobacterales	Desulfovibrionales	Desulfuromonadales	Diplorickettsiales	Dongiales	DS-100	DTU014	EC3	Ectothiorhodospirales	Elsterales	Enterobacteriales	Entotheonellales	EPR3968-O8a-Bc78	Erysipelotrichales	EV818SWSAP88	Fibrobacterales	Fimbriimonadales	Flavobacteriales	Frankiales	FS117-23B-02	FS118-23B-02	Fusobacteriales	Ga0077536	Gaiellales	Gammaproteobacteria_Incertae_Sedis	Gastranaerophilales	Geitlerinematales	Gemmatales	Gemmatimonadales	GIF3	GIF9	Glycomycetales	Halanaerobiales	Holophagales	Holosporales	Hydrogenedentiales	Ignavibacteriales	IMCC26256	Isosphaerales	Izimaplasmatales	JdFR-54	JG36-GS-52	JG36-TzT-191	JGI_0000069-P22	Kallotenuales	KI89A_clade	Kordiimonadales	Kryptoniales	Ktedonobacterales	Lactobacillales	Latescibacterales	LD1-PB3	Legionellales	Leptospirales	Limnochordales	Lineage_IV	Longimicrobiales	Marine_Benthic_Group_D_and_DHVEG-1	MBNT15	Methanobacteriales	Methanomicrobiales	Methanosarcinales	Methylococcales	Methylomirabilales	Micavibrionales	Micrococcales	Micromonosporales	Micropepsales	Microtrichales	Moduliflexales	Mollicutes_RF39	MSB-5B2	MSB-5E12	MSBL5	MSBL9	MVP-88	Mycoplasmatales	Myxococcales	Nanohaloarchaeales	NB1-j	Nitrosococcales	Nitrososphaerales	Nitrospirales	Nostocales	NRB23	Obscuribacterales	Oceanospirillales	Oligoflexales	OPB41	OPB56	Opitutales	Orbales	Paracaedibacterales	Parvibaculales	Pasteurellales	PB19	Pedosphaerales	PeM15	Petrotogales	Phycisphaerales	Pirellulales	pItb-vmat-80	Pla1_lineage	Planctomycetales	PLTA13	Propionibacteriales	Pseudanabaenales	Pseudomonadales	Pseudonocardiales	Puniceispirillales	Pyrinomonadales	R7C24	RBG-13-46-9	RBG-13-54-9	RCP2-54	Reyranellales	Rhizobiales	Rhodobacterales	Rhodospirillales	Rhodothermales	Rhodovibrionales	Rickettsiales	Rokubacteriales	Rs-K70_termite_group	Rubrobacterales	Run-SP154	S-70	S085	Saccharimonadales	Salinisphaerales	SAR11_clade	SAR202_clade	SAR324_clade(Marine_group_B)	SAR86_clade	SBR1031	Selenomonadales	SJA-15	SJA-28	Sneathiellales	Solibacterales	Solirubrobacterales	Sphingobacteriales	Sphingomonadales	Spirochaetales	Steroidobacterales	Streptomycetales	Streptosporangiales	Subgroup_13	Subgroup_2	Subgroup_7	Sulfolobales	Sva0485	Synechococcales	Synergistales	Syntrophobacterales	Tepidisphaerales	Thermales	Thermoanaerobaculales	Thermoflexales	Thermomicrobiales	Thermoproteales	Thiohalorhabdales	Thiotrichales	Tistrellales	UA11	Unknown_Order	vadinBA26	Verrucomicrobiales	Vibrionales	Victivallales	WCHB1-41	Xanthomonadales	others	BioProject	sample_alias	env_material	time	ID	prepost
SRR39238470	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93807398288602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61213161668174	4.13595322039006	0	0	0	0	3.50056043188405	3.92090208992875	0	0	0	0	0.401083108508905	0	0	0	0	0	0	0.401083108508905	0	0	0	0	0	0	0	0	0.401083108508905	0.515508001986712	0	0	0.800274015376626	0	0	0	1.42827573941219	0	0	0	0	4.45421789749012	1.18815501243067	2.95485402338081	2.61132560221667	0.515508001986712	0	0	0.515508001986712	0	0	0	0	0	1.61522605210373	0	0	0	0	0	0	0	0	1.8859711696759	0	0	3.12833833071953	0	0	0	0.401083108508905	0.60598532465772	0	0	2.89536070322136	0	0.680824559917507	0	0	0	0	0.970805722169401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37211339079512	0	0	0	0.401083108508905	0	0	0	0	0	0	0	0	0	0	0	1.00470616042837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401083108508905	0	0.60598532465772	0	0	0	0	0	0	0	0	0	0	0	0.515508001986712	0	0	0	0.515508001986712	0	0	0	0	0	0	0	0	1.3474124306715	0	0	0.849581250200642	0	0	0	0	0	1.1187695154753	0.401083108508905	0	0	0	0.515508001986712	0	0.60598532465772	0.934033296962658	0	0	0	0	0	0	0	0	0	0	2.74794167067452	0	0	0	0	0.680824559917507	0.401083108508905	0.515508001986712	0.60598532465772	0.515508001986712	0	0	0	0	0.800274015376626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515508001986712	0	2.17545254820776	0	0	0	0.401083108508905	1.688615576879	PRJNA1480144	SDPr09	fecal	Pre	9	0
SRR39238469	0	0	0	0	0	0	0	0	0	0	0	0.634431899842117	0	0.813975494961531	0	0	1.15345506002409	0	0	0	0	0	0	0	0	0	0	0	1.08033177875	4.41080259063161	0	0	0	0	3.5932314353502	2.52107918336692	0	0	0	0	0	0	0	0	0	0	0	1.15345506002409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33093951907003	0	2.74413488173308	0	0	0	0	0	0	0	0	0	0	1.21602240448133	0	0	0	0	0	0	0	0	2.74928563113381	0	0	3.00354941159777	0	0	0	0	0	0	0	1.81281064208977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96123607287855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65443964039325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.733416605973127	0	0	0	0	0	0	0	0	0	0	3.89749434908641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24422140900658	0	0	0	0.634431899842117	1.03856648913845	PRJNA1480144	SDPr10	fecal	Pre	10	0
SRR39238468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30274331843665	0	0	0	0	0	0	0	0	0	0	0	2.71973028479669	3.98297875650545	0	0	0	0	2.32155118546536	0	0	0	0	0	0	0	0	0	0	0	0	2.50754102945626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86175527397228	0	1.24783032097868	0	0	0	0	0	0	0	0	0	0	0.76115807352487	0	0	0	0	0	0	0	0	4.19214189745628	0	0	2.32155118546536	0	0	0	0	0	0	0	4.33674302587956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36375453495457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48870617434417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44338979729035	0	0	0	0	0	0	0	0	0	0	0.529543553765435	0	2.08006380477824	0	0	0	0	0	0	0	0	0	0.76115807352487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61656437338974	0	0	0	0	0	0	0	1.53641134109553	0	0	0	0	0	0	0	0	0	0.529543553765435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76560243471805	PRJNA1480144	SDPr11	fecal	Pre	11	0
SRR39238467	0	0	0	0	0	0	0	0	0	0	0	0.483355156472562	0	0.962534650888543	0	0	1.48613148172078	0	0	0	0	0	0	0	0	0	0	0	2.08478710402164	4.36496025862488	0	0	0	0	3.43321505998409	2.35366817444485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483355156472562	0	0	0	0.483355156472562	0	0	0	0	0	0	0	0	4.05865112798092	0	3.1453969736131	0	0	0	0	0	0	0	0	0	0	2.18823350903215	0	0	0	0	0	0	0	0	2.57983577346034	0	0	2.28110992248425	0	0	0	0	0	0	0	4.20352600505659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24811085822431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483355156472562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67487869532671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.483355156472562	0	0	0	1.44033982351997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56173987692971	0	0	0	0.785929745676031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706440020082852	PRJNA1480144	SDPr12	fecal	Pre	12	0
SRR39238466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63371735246776	0	0	0	0	0	0	0	0	0	0	0	1.26104584130682	4.37972907553	0	0	0	0	1.90708380013033	2.68654673370158	0	0	0	0	0	0	0	0	0	0	0	1.02930244334566	0	0	0	0	0	0	0	0	0	0	0	0	0.626613941464702	0	0	0	0	0	0	0	0	4.41890151393231	0	2.28994535132415	0.805349659444751	0	0	0	0	0	0	0	0	0	1.72199720581946	0	0	0	0	0	0	0	0	3.54896536318279	0	0	2.96335188996288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.805349659444751	0	0	0	0	0	0	0	0	0	0	0	2.02775885123078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98319498752101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.626613941464702	0	0	0	0	0	0	0	0	0	0	0	1.79532823966834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499014544879091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725112561322711	0	0	0	0	0	0	0	0	0	0	3.77602201361594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30954484571725	0	0	0	0	0.805349659444751	PRJNA1480144	SDPr13	fecal	Pre	13	0
SRR39238465	0	0	0	0	0	0	0	0	0	0	0	1.62492125114915	0	0.995630495560351	0	0.817064885894595	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41379791802565	0	0	0	0	2.53470291195394	2.27392158089671	0	0	0	0	0	0	0	0	0	0	0	2.25821291024508	0	0	0	0	0	0	0	0	0.943860705833672	0	0	0	0	0	0	0	0.637235465859563	0	0.817064885894595	0	0	4.47351951424695	0	2.83226412667877	2.05446423399264	0.736392234345892	0	0	0	0	0	0	0	0	1.58910637200962	0	0.508526112737973	0	0	0	0	0	0	2.72472110170049	0	0	2.03261358231707	0	0	0	0.736392234345892	0	0	0	3.03703262744844	0	0	0	0	0	0.508526112737973	0.817064885894595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.817064885894595	2.51152723200474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94883552343151	0	0	0.508526112737973	0	0	0	0	0	0	0	0	0.817064885894595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47602910672813	0	0.736392234345892	0	0	0	0	0	0	0	0	1.0836769513492	0	1.95957279358378	0	0	0	0	0	0	0.508526112737973	0	1.72662021672464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11887511638477	0	0.736392234345892	0	1.40610917083998	1.0836769513492	1.04188116904507	1.32273102605914	0	0	0	0	0	1.66849728148572	0	0	0	0	0	0	0.637235465859563	0	0	0	0	0	0	0	0	0	0	0	0.508526112737973	0	0	0	1.27415290027627	2.80513017529155	PRJNA1480144	SDPr14	fecal	Pre	14	0
SRR39238464	0	0	0	0	0	0	0	0	0	0	0	0.614691905362474	0	1.66960916680201	0	0	0.859504890068667	0	0	0	0	0	0	0	0	0	0	0	2.59190631513613	4.38365118657415	0	0	0	0	3.53972286697773	2.22884891971827	0	0	0	0	0	0	0	0	0	0	0	2.38960452768995	0	0	0	0	0	0	0	0	0	0	0	0	0.614691905362474	0	0	0	0.712431124655214	0	0	0	0	4.3813687649683	0	2.67948428827629	1.84902924220279	0.488367630283645	0	0	0	0	0	0	0	0	1.82942251947658	0	0	0	0	0	0	0	0	2.5024298917506	0	0	2.56938435866145	0	0	0	0	0	0	0	3.39040272001621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12395932686614	0	0	0	0	0	0	0.488367630283645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68851007256618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.614691905362474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36173618712936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22787263207042	0	0	0	0.969173876380894	1.29464952804821	PRJNA1480144	SDPr15	fecal	Pre	15	0
SRR39238463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09119529860994	4.30397178477992	0	0	0	0	3.54310575373428	2.23341533417823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65614153582992	0	2.31298206261092	1.52508959282996	0	0	0	0	0	0	0	0	0	1.02365732343692	0	0	0	0	0	0	0	0	2.60478019752021	0	0	2.16527271209825	0	0	0	0	0	0	0	4.44322352501668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74015322675027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70510359781628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61744432217195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936909238700794	PRJNA1480144	SDPr16	fecal	Pre	16	0
SRR39238549	0	0	0	0	0	0	0.788590176055376	0	0	0	0	0	0	0	0	0	0	0	0	0.686589329030472	0	0	0	0	0	0	0	0	2.47071408499322	4.04550717562019	0	0	0	0	2.45922299297419	2.15385775475603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.686589329030472	0	0	0	0	0	0	0	1.05276827885254	0	0	0	0	3.93747217008947	0	2.56543468887223	1.48556962887534	0	0.553030969372804	0	1.14191723657985	0	0	0	0	0	2.36894661536932	0.553030969372804	0	0	0	0	0	0	0	4.3385965665476	0	0	2.45336138147363	0	0	0	0	0	0	0	3.44038398672887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3658305699984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21584630668907	0	0	0	0	1.27900226902001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73034739857506	0	0	0	0	0	0	0	2.21586068190807	0	0	0	0.940464161322351	0	0	0	0	0	0	1.21584630668907	0	3.85742256547489	0	0	0	0	0	0	0	0	1.63803198024499	0	1.09962623773403	0	0	0.553030969372804	0	0	0	0	0	0	1.90720963561186	0	0	0	0	0	0	3.52233384844	0	0	0	0	0	0	1.68663795343799	0	0	0	0	0	1.05276827885254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22294164026605	0	0	0	1.5034610649866	2.85819737956692	PRJNA1480144	SDPo16	fecal	Post	16	1
SRR39238462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.979694086310614	4.67359253005519	0	0	0	0	2.33158930848319	1.46527224701468	0	0	0	0	0	0	0	0	0	0	0	2.57227151094662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1055690401809	0	1.46527224701468	0	0	0	0	0	0	0	0	0	0	1.72520515100087	0	0	0	0	0	0	0	0	1.21425456636652	0	0	1.48997541055118	0	0	0	0	0	0	0	2.26238033532391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45237293951883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08300647166945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87321679855891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8619099472889	0	0	0	0	1.60529131811408	PRJNA1480144	SDPr17	fecal	Pre	17	0
SRR39238461	0	0	0	0	0	0	0	0	0	0	0	0.506189454321505	0	1.27094297740776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31684432233858	3.93034703539423	0	0	0.634628639573417	0	2.14295002531359	1.15369324160987	0	0	0	0	0	0	0	0	0	0	0	2.15986316002585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28526896789187	0	1.96669650095492	0	0	0	0	0	0	0	0	0	0	1.9056667023025	0	0	0	0	0	0	0	0	4.49640419716375	0	0	2.23297188141155	0	0	0	0	0	0	0	2.68329177151005	0	0	0	0	0	0	0.506189454321505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61913680312834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.814192358812519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3145269169876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506189454321505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71583799141435	0	0	0	0.634628639573417	0.506189454321505	0	0.882126201589031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82037366685139	PRJNA1480144	SDPr18	fecal	Pre	18	0
SRR39238491	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20659943054762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85621193488897	4.70442664570811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97551585431173	0	1.13892831741442	0	0	0	0	0	0	0	0	0	0	1.40447023714909	0	0	0	0	0	0	0	0	0	0	0	1.29168593257261	0	0	0	0	0.521371619959123	0	0	1.76255666887443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23685204541341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15746417164451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521371619959123	PRJNA1480144	SDPr19	fecal	Pre	19	0
SRR39238490	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9795791910734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10546501514531	4.56204997770846	0	0	0	0	2.89214192238645	3.49429463817584	0	0	0	0	0	0	0	0	0	0	0	1.78230838960725	0	0	0	0	0	0	0	0	0.452268213076616	0	0	0	0	0	0	0	0	0	0	0	0	4.2368337817256	0	2.46743940747578	1.78230838960725	0	0	0	0	0	0	0	0	0	1.41073347477856	0	0	0	0	0	0	0	0	2.34434695298358	0	0	1.61625600523619	0	0	0	0	0	0	0	3.11692180171536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60373026691204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.573997881936329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12891889560398	0	0	0	0	0	0.452268213076616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12380645657551	PRJNA1480144	SDPr20	fecal	Pre	20	0
SRR39238489	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66448142009785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51763229271695	0	0	0	0	2.29400891342568	0	0	0	0	0	0	0	0	0	0	0	0	2.39708113037768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20847966693563	0	1.20577189129362	0	0	0	0	0	0	0	0	0	0	1.67612641253183	0	0	0	0	0	0	0	0	4.05617360341502	0	0	2.00606577787167	0	0	0	0	0	0	0	1.79587292275993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545327210942763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678085107946907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68390323376011	0	0	0	0	0	0	0	0.678085107946907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78706282317629	PRJNA1480144	SDPr21	fecal	Pre	21	0
SRR39238488	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41980510741512	0	1.47572727673469	0	0	0	0	0	0	0	0	0	0	0	0	0.532583066179561	4.52667295974796	0	0	0	0	2.93978100272303	3.28264140781291	0	0	0	0	0	0	0	0	0	0	0	3.39182647572137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.663981828056269	0	0	0	0	4.21052569971329	0	1.669915810751	0	0	0	0	0	0	0	0	0	0	2.15567196571833	0	0	0	0	0	0	0	0	2.18737857031723	0	0	1.76044808790914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00854103892971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25189570484466	0	0	0	0	1.02672200044586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39944096529992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70013334115758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94305696078898	PRJNA1480144	SDPr22	fecal	Pre	22	0
SRR39238487	0	0	0	0	0	0	0.388167008743264	0	0	0	0	0	0	2.18577177129187	0.500587109581581	0	0	0	0.782135395964078	0	0	0	0.388167008743264	0	0	0	0	0	2.04725279169928	3.2902350053423	0	0	0.831068336718067	0	2.52176944116475	2.28415782676269	0	0	0	0	0	0	0	0	0.589808987528093	0	0	1.188751457676	0	0	0	0	0	0	0	0	0.782135395964078	0	0.500587109581581	0	1.38219587282936	0	0	0	0	1.188751457676	0.589808987528093	0	0	4.3628935244955	0	1.56094713158409	1.9499098333553	0	0	0	0	0	0	0.589808987528093	0	0.95153358594051	0.663788142724628	0	0.831068336718067	0	0	0	0	0	0	3.91568234696967	0	0	2.62757119165866	0	0	0	1.09881543276847	0.95153358594051	0	0	4.00357706536757	0	1.09881543276847	0	0	0	0	0.663788142724628	0	0	0	0	0.663788142724628	0	0.589808987528093	0	0.388167008743264	0	0	0	0	0	0	0	0	0	0.985256772121264	0	3.77179376804201	0	0.663788142724628	0	0.388167008743264	0	0	0	0	0	0.663788142724628	0	0	1.58606526764595	0	0	1.90155739991736	0.663788142724628	0.726980629203936	1.0165489701758	0	0	0	0	0	0	0	0	0.914969644061485	0	0	0	0	0	0	0	0	0.726980629203936	0	0.985256772121264	0	0.782135395964078	0	0	0	3.62583299536961	0	1.28000050847299	0	0	0	0.663788142724628	0	0	0	0	1.16795260645048	0	1.79508533273945	1.188751457676	0	0	0.875041958050401	0	0	0	0	2.24672256046371	1.07308670534373	1.28000050847299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78071896472732	1.1231047980651	0	0	0.914969644061485	1.39501363957952	1.77449506464566	1.50588172750172	0.914969644061485	0	0	0	0	0	0.985256772121264	0	0.831068336718067	0	0	1.2085995863099	0	0	0.388167008743264	0	0.831068336718067	0	0	0	0	0	0	0	0.589808987528093	0.782135395964078	0	0.726980629203936	0.663788142724628	1.86888357615504	PRJNA1480144	SDPr23	fecal	Pre	23	0
